DS	TC	SGMT	NUM_TXN	TXN_SIZ	THRD_CT	TIME	ABRTS
STMVE	09	16	10000	3	2	12532556	0
STMVE	10	16	10000	3	2	12778828	0
STMVE	11	16	10000	3	2	17794035	0
STMVE	12	16	10000	3	2	18452280	0
STMVE	13	16	10000	3	2	18811323	0
STMVE	14	16	10000	3	2	16330068	0
STMVE	15	16	10000	3	2	16765072	0
STMVE	16	16	10000	3	2	19033470	0
STMVE	17	16	10000	3	2	20599124	0
STMVE	18	16	10000	3	2	15720579	2672
STMVE	19	16	10000	3	2	94771	2
SEGME	01	16	10000	4	2	21759358	0
SEGME	02	16	10000	4	2	17482267	0
SEGME	03	16	10000	4	2	15440614092	6
SEGME	04	16	10000	4	2	59970092	0
SEGME	05	16	10000	4	2	56811242	0
SEGME	06	16	10000	4	2	59161240	0
SEGME	07	16	10000	4	2	59047395	0
SEGME	08	16	10000	4	2	57734109	0
SEGME	09	16	10000	4	2	59903935	0
SEGME	10	16	10000	4	2	58152846	0
SEGME	11	16	10000	4	2	15479907470	2
